AccessionVersion	TaxSuperkingdom	TaxPhylum	TaxClass	TaxOrder	TaxFamily	TaxGenus	TaxSpecies	Topology	MOB_60	MPF	PFinder_80	CARD_80	Filtered	Size	PTU_Curated	HRange_Curated	CComp	BlockCC_old	BlockCC4_old	sHSBM_old	PTU_sHSBM_old	BlockCC	BlockCC4	sHSBM	PTU_sHSBM	HRange
NC_005563.1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii	circular	-	-	-	-	No	2158	-	-	601	-	-	-	-	0_5_1_11_11_23_30_187_796_0	-	-	-	-
NC_002097.1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina acetivorans	linear	-	-	-	-	No	5467	-	-	602	-	-	-	-	0_5_1_6_5_25_5_132_487_0	-	-	-	-
NC_002121.1	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	circular	-	-	-	-	No	1736	-	-	435	-	-	-	-	0_5_1_11_11_23_6_49_355_0	-	-	-	-
NC_003158.1	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema sp. J7-2	circular	-	-	-	-	No	16341	-	-	603	-	-	-	-	0_4_5_3_10_16_63_13_409_0	-	-	-	-
NC_010088.1	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	linear	-	-	-	-	No	12041	-	-	604	-	-	-	-	0_5_1_11_11_23_30_187_70_0	-	-	-	-
NC_004531.1	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum saccharovorum	circular	-	-	-	-	No	3918	-	-	605	-	-	-	-	0_5_1_11_2_20_1_100_795_1	-	-	-	-
NC_005562.1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus ambivalens	circular	-	-	-	-	No	7598	-	-	606	-	-	-	-	0_5_1_6_5_25_42_167_490_2	-	-	-	-
NC_003527.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	circular	-	-	-	-	No	4488	-	-	607	-	-	-	-	0_5_1_6_5_25_42_167_486_1	-	-	-	-
NC_003320.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus curvatus	circular	-	-	-	-	No	18664	-	-	6	1_5_0_4_4_6_2_18_34_100_33_0	-	-	-	0_5_1_6_5_25_42_21_359_0	-	-	-	-
NC_004963.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium celatum	linear	-	-	-	-	No	22688	-	-	608	-	-	-	-	0_5_1_11_11_23_30_5_267_1	-	-	-	-
NC_013091.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella philomiragia	circular	-	-	-	-	No	3936	PTU-Thi8	III	609	1_5_0_4_4_9_23_5_27_46_221_0	1_5_0_4_4_9_23_5_27_46_221_0	1_5_0_4_4_9_23_5_27_46_221_0	PTU-Thi8	0_5_1_6_5_25_5_81_769_1	0_5_1_6_5_25_5_81_769_1	0_5_1_6_5_25_5_81_769_1	PTU-Thi8	III
NC_013092.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella philomiragia	circular	-	-	-	-	No	5072	-	-	610	-	-	-	-	0_5_1_6_5_25_8_171_545_2	-	-	-	-
NC_010733.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio nigripulchritudo	linear	-	-	-	-	No	11237	-	-	611	-	-	-	-	0_5_1_11_11_23_4_24_172_6	-	-	-	-
NC_011336.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	circular	-	-	-	-	No	4579	-	-	612	-	-	-	-	0_5_1_11_2_20_37_118_615_1	-	-	-	-
NC_011414.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ornithobacterium	Ornithobacterium rhinotracheale	circular	MOBP	-	-	-	No	14787	-	-	613	-	-	-	-	0_4_5_9_15_15_10_71_708_4	-	-	-	-
NC_005915.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	-	-	Caedibacter taeniospiralis	circular	-	-	-	-	No	49112	-	-	614	-	-	-	-	0_4_5_3_16_14_15_60_472_2	-	-	-	-
NC_016054.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus arlettae	circular	MOBV	-	rep22	ErmC;cfrA;cfrA	No	7122	-	-	1	1_5_6_10_5_12_0_15_38_125_449_3	1_5_6_10_5_12_0_15_38_125_449_3	1_5_6_10_5_12_0_15_38_125_449_3	PTU-449_3	0_4_5_9_4_18_70_61_236_1	0_4_5_9_4_18_70_61_236_1	0_4_5_9_4_18_70_61_236_1	PTU-Bac41	IV
NC_001755.1	Bacteria	Bacteroidetes	-	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	Rhodothermus marinus	circular	-	-	-	-	No	2935	-	-	615	-	-	-	-	0_4_5_3_16_14_44_157_475_1	-	-	-	-
NC_005793.2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter denitrificans	circular	MOBP	-	-	-	No	76958	-	-	234	-	-	-	-	0_5_1_11_2_20_69_123_274_0	-	-	-	-
NC_004073.2	Bacteria	Cyanobacteria	-	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus	circular	-	-	-	-	No	46366	-	-	616	-	-	-	-	0_4_5_3_16_14_44_157_475_2	-	-	-	-
NC_004990.1	Bacteria	Cyanobacteria	-	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus	circular	-	-	-	-	No	7835	-	-	617	-	-	-	-	0_5_1_11_2_27_0_156_822_2	-	-	-	-
NC_014466.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis macrogoltabida	circular	-	-	-	-	No	4328	-	-	618	-	-	-	-	0_5_1_11_2_20_37_103_257_5	-	-	-	-
NC_010852.1	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei	linear	-	-	-	-	No	23290	-	-	619	-	-	-	-	0_4_5_3_10_16_18_85_627_2	-	-	-	-
NC_004528.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc citreum	circular	MOBV	-	-	-	No	9935	-	-	620	-	-	-	-	0_5_1_11_2_20_69_140_572_4	-	-	-	-
NC_006822.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc citreum	circular	-	-	-	-	No	1822	-	-	575	-	-	-	-	0_4_5_3_16_14_44_133_578_3	-	-	-	-
NC_012562.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc citreum	circular	-	-	-	-	No	3338	-	-	621	-	-	-	-	0_4_5_9_15_12_9_136_403_1	-	-	-	-
NC_013513.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus aminophilus	circular	MOBQ	-	-	-	No	5575	-	-	622	-	-	-	-	0_4_5_3_10_16_18_85_627_3	-	-	-	-
NC_014832.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus aminophilus	circular	MOBQ	-	-	-	No	20542	-	-	623	-	-	-	-	0_4_5_3_16_14_15_127_739_2	-	-	-	-
NC_004822.1	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Peanut witches'-broom phytoplasma	circular	-	-	-	-	No	4226	-	-	374	-	-	-	-	0_5_1_11_11_23_30_87_801_0	-	-	-	-
NC_003353.1	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Aster yellows phytoplasma	circular	-	-	-	-	No	4278	PTU-Ach1	II	115	1_5_6_3_10_0_12_4_20_66_500_0	1_5_6_3_10_0_12_4_20_66_500_0	1_5_6_3_10_0_12_4_20_66_500_0	PTU-Ach1	0_4_5_9_15_15_10_12_168_0	0_4_5_9_15_15_10_12_168_0	0_4_5_9_15_15_10_12_168_0	PTU-Ach1	II
NC_005914.1	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Beet leafhopper transmitted virescence phytoplasma	circular	-	-	-	-	No	2587	-	-	375	-	-	-	-	0_4_5_9_15_15_10_71_708_2	-	-	-	-
NC_002775.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	circular	-	-	-	-	No	7617	-	-	624	-	-	-	-	0_5_1_11_2_20_37_47_704_4	-	-	-	-
NC_003442.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	circular	-	-	-	-	No	10904	-	-	625	-	-	-	-	0_5_1_6_0_30_32_70_210_0	-	-	-	-
NC_012919.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae	circular	MOBP	typeT	-	catII;tet(D)	No	55851	-	-	1	1_0_5_5_6_17_15_12_86_73_520_2	-	-	-	0_4_6_5_14_26_40_91_354_1	-	-	-	-
NC_013775.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae	circular	-	-	-	-	No	9631	-	-	626	-	-	-	-	0_5_1_11_11_23_6_49_642_1	-	-	-	-
NC_014912.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium tuberculostearicum	circular	-	-	-	-	No	4215	-	-	627	-	-	-	-	0_4_5_3_10_16_63_75_398_3	-	-	-	-
NC_001811.1	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	circular	-	-	-	-	No	8285	-	-	628	-	-	-	-	0_5_1_11_2_20_1_67_721_2	-	-	-	-
NC_008438.1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	linear	-	-	-	-	No	3212	PTU-Cam8	II	482	1_0_5_9_7_3_9_7_51_189_219_0	-	-	-	0_4_5_3_16_14_44_16_802_0	0_4_5_3_16_14_44_16_802_0	0_4_5_3_16_14_44_16_802_0	PTU-Cam8	II
NC_004952.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	circular	-	-	-	-	No	3990	-	-	282	-	-	-	-	0_5_1_6_5_25_5_132_157_0	-	-	-	-
NC_010871.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	circular	-	-	-	-	No	2248	PTU-Nei2	I	294	1_5_6_10_3_16_25_41_72_22_432_1	1_5_6_10_3_16_25_41_72_22_432_1	1_5_6_10_3_16_25_41_72_22_432_1	PTU-Nei2	0_5_1_11_11_23_6_49_709_1	0_5_1_11_11_23_6_49_709_1	0_5_1_11_11_23_6_49_709_1	PTU-Nei2	I
NC_005910.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	circular	MOBP	-	-	-	No	5113	-	-	629	-	-	-	-	0_4_5_3_16_24_57_152_696_0	-	-	-	-
NC_013727.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	circular	MOBF	typeF	IncFII	CTX-M-14	No	70275	PTU-FE	III	1	1_0_5_9_11_21_13_28_31_55_170_0	1_0_5_9_11_21_13_28_31_55_170_0	1_0_5_9_11_21_13_19_36_124_115_0	PTU-FE	0_4_6_5_14_7_13_45_111_0	0_4_6_5_14_7_13_45_111_0	0_4_6_5_14_7_13_158_138_0	PTU-FE	III
NC_009703.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	circular	-	-	-	-	No	66946	-	-	311	-	-	-	-	0_4_5_9_15_15_11_146_829_2	-	-	-	-
NC_002101.1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	circular	-	-	-	-	No	6959	-	-	630	-	-	-	-	0_4_5_3_10_16_63_75_700_2	-	-	-	-
NC_016969.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae	circular	MOBP	-	-	-	No	4536	-	-	222	-	-	-	-	0_5_1_6_5_25_5_81_341_2	-	-	-	-
NC_001764.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	circular	-	-	-	-	No	7837	-	-	631	-	-	-	-	0_4_5_3_16_24_7_143_837_1	-	-	-	-
NC_010795.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae	circular	MOBP	-	-	AAC(3)-IId;APH(3'')-Ib;APH(3')-Ia;APH(6)-Id;ROB-1;ROB-1;catIII;sul2	No	15079	PTU-Pas1	III	1	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	PTU-Pas1_1	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	PTU-Pas3	III
NC_006857.1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium	circular	-	-	-	-	No	1447	-	-	632	-	-	-	-	0_4_5_9_15_15_10_71_348_2	-	-	-	-
NC_013776.1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium	circular	-	-	-	-	No	2334	-	-	633	-	-	-	-	0_5_1_6_5_25_5_137_614_2	-	-	-	-
NC_004527.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter blasticus	circular	MOBQ	-	-	-	No	3431	-	-	634	-	-	-	-	0_5_1_11_2_27_54_96_56_3	-	-	-	-
NC_013548.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	circular	-	-	-	-	No	2306	-	-	1	1_0_5_5_6_17_3_46_84_63_155_1	-	-	-	0_4_6_5_17_21_23_142_184_3	-	-	-	-
NC_002060.1	Bacteria	Cyanobacteria	-	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa	circular	-	-	-	-	No	2287	-	-	635	-	-	-	-	0_5_1_6_5_25_8_63_73_2	-	-	-	-
NC_012760.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum	circular	MOBQ	-	-	-	No	8060	-	-	636	-	-	-	-	0_4_5_3_10_2_52_122_568_4	-	-	-	-
NC_005326.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	circular	-	-	-	-	No	6830	-	-	637	-	-	-	-	0_5_1_11_11_23_4_24_311_0	-	-	-	-
NC_004979.1	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium thermosaccharolyticum	circular	-	-	-	-	No	1882	-	-	638	-	-	-	-	0_5_1_11_2_27_19_104_291_1	-	-	-	-
NC_014015.1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina ureae	circular	MOBV	-	-	tet(L)	No	5031	PTU-Bac9	V	196	1_5_6_3_10_0_12_2_59_43_178_0	1_5_6_3_10_0_12_2_59_43_178_0	1_5_6_3_10_0_12_2_59_43_178_0	PTU-Bac9	0_5_1_11_2_27_19_22_374_0	0_5_1_11_2_27_19_22_374_0	0_5_1_11_2_27_19_22_374_0	PTU-Bac9	V
NC_005952.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus brevis	circular	-	-	-	-	No	23381	-	-	6	1_5_0_4_4_6_2_18_34_98_452_0	-	-	-	0_5_1_6_5_25_42_167_490_3	-	-	-	-
NC_012548.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus brevis	circular	-	-	-	-	No	1815	PTU-Lab29	IV	51	1_5_6_10_3_16_25_41_57_104_302_0	1_5_6_10_3_16_25_41_57_104_302_0	1_5_6_10_3_16_25_41_57_104_302_0	PTU-Lab29	0_5_1_11_2_27_54_96_261_1	0_5_1_11_2_27_54_96_261_1	0_5_1_11_2_27_54_96_261_1	PTU-Lab29	IV
NC_015260.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	circular	MOBQ	-	-	-	No	32501	PTU-Lab32	II	108	1_0_5_9_7_3_17_26_78_105_534_0	1_0_5_9_7_3_17_26_78_105_534_0	1_0_5_9_7_3_17_26_78_105_534_0	PTU-Lab32	0_4_5_9_15_15_66_188_774_0	0_4_5_9_15_15_66_188_774_0	0_4_5_9_15_15_66_188_774_0	PTU-Lab32	II
NC_015261.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	circular	MOBQ	-	-	-	No	21231	PTU-Lab32	II	108	1_0_5_9_7_3_17_26_78_105_534_0	1_0_5_9_7_3_17_26_78_105_534_0	1_0_5_9_7_3_17_26_78_105_534_0	PTU-Lab32	0_4_5_9_15_15_66_188_774_0	0_4_5_9_15_15_66_188_774_0	0_4_5_9_15_15_66_188_774_0	PTU-Lab32	II
NC_010309.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter venetianus	linear	-	-	-	-	No	10820	-	-	639	-	-	-	-	0_4_5_3_16_14_44_133_280_2	-	-	-	-
NC_001898.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella morbirosei	circular	MOBP	-	-	-	No	5229	PTU-E3	IV	1	1_0_5_5_6_17_3_46_84_63_27_0	1_0_5_5_6_17_3_46_84_63_27_0	1_0_5_5_6_17_3_46_26_149_339_0	PTU-E3	0_4_6_5_17_21_23_142_105_0	0_4_6_5_17_21_23_142_105_0	0_4_6_5_17_21_23_142_105_0	PTU-E3	V
NC_002070.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella citrea	circular	-	-	-	-	No	3661	-	-	640	-	-	-	-	0_5_1_11_2_20_37_118_728_2	-	-	-	-
NC_010876.1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri	circular	MOBP	-	Col(pWES)	-	No	26721	PTU-Xan1	I	400	1_5_6_3_10_0_12_4_12_70_363_0	1_5_6_3_10_0_12_4_12_70_363_0	1_5_6_3_10_0_12_4_12_70_363_0	PTU-Xan1	0_4_5_9_15_15_66_174_166_2	0_4_5_9_15_15_66_174_166_2	0_4_5_9_15_15_66_174_166_2	PTU-Xan1	I
NC_010734.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio shilonii	linear	-	-	-	-	No	13415	-	-	611	-	-	-	-	0_5_1_11_11_23_4_24_172_6	-	-	-	-
NC_007182.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis	Sodalis glossinidius	circular	-	-	-	-	No	81553	-	-	641	-	-	-	-	0_5_1_11_2_27_54_80_96_1	-	-	-	-
NC_007185.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis	Sodalis glossinidius	circular	-	-	-	-	No	27240	-	-	401	-	-	-	-	0_5_1_11_2_27_54_80_96_0	-	-	-	-
NC_007187.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis	Sodalis glossinidius	circular	-	-	-	-	No	10816	-	-	642	-	-	-	-	0_5_1_11_2_20_69_123_353_1	-	-	-	-
NC_004961.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. 41	circular	-	-	-	-	No	6886	-	-	643	-	-	-	-	0_5_1_11_2_20_69_128_813_2	-	-	-	-
NC_002498.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella ictaluri	circular	-	-	-	-	No	5643	-	-	467	-	-	-	-	0_4_5_3_16_24_7_143_673_0	-	-	-	-
NC_002149.1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces natalensis	circular	-	-	-	-	No	9367	-	-	644	-	-	-	-	0_4_5_3_16_24_57_152_696_1	-	-	-	-
NC_016615.1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter rhombi	circular	-	-	-	-	No	5000	-	-	645	-	-	-	-	0_5_1_11_2_20_1_100_795_2	-	-	-	-
NC_004445.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia pyrifoliae	circular	-	-	-	-	No	35904	PTU-E30	II	425	1_5_0_4_4_9_28_14_25_158_304_0	1_5_0_4_4_9_28_14_25_158_304_0	1_5_0_4_4_9_28_14_25_158_304_0	PTU-E30	0_5_1_11_2_27_54_96_56_0	0_5_1_11_2_27_54_96_56_0	0_5_1_11_2_27_54_96_56_0	PTU-E30	II
NC_002675.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. B-3	circular	-	-	-	-	No	3325	-	-	646	-	-	-	-	0_5_1_6_5_25_42_32_195_2	-	-	-	-
NC_002524.1	Bacteria	-	-	-	-	-	uncultured eubacterium pIE1115	circular	MOBQ	-	IncQ1	APH(3'')-Ib;APH(6)-Id;APH(6)-Id;lnuG;sul2	No	10687	-	-	1	1_0_5_5_6_17_15_12_70_19_13_0	1_0_5_5_6_17_15_12_70_19_13_0	1_0_5_5_6_17_15_12_70_19_13_0	PTU-Q1	0_4_6_5_17_21_17_46_16_0	0_4_6_5_17_21_17_46_16_0	0_4_6_5_17_21_17_46_16_0	PTU-Q1	V
NC_004954.1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. 28	circular	MOBP	-	-	-	No	50709	-	-	647	-	-	-	-	0_4_5_3_16_14_15_127_739_3	-	-	-	-
NC_003026.1	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus sp. JT1	circular	-	-	-	-	No	3373	-	-	648	-	-	-	-	0_4_5_3_16_14_15_62_636_2	-	-	-	-
NC_014123.1	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	'Rehmannia glutinosa' phytoplasma	circular	-	-	-	-	No	4371	PTU-Ach1	II	115	1_5_6_3_10_0_12_4_20_66_500_0	1_5_6_3_10_0_12_4_20_66_500_0	1_5_6_3_10_0_12_4_20_66_500_0	PTU-Ach1	0_4_5_9_15_15_10_12_168_0	0_4_5_9_15_15_10_12_168_0	0_4_5_9_15_15_10_12_168_0	PTU-Ach1	II
NC_004929.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria sp. PR1b	circular	-	-	-	-	No	76093	-	-	649	-	-	-	-	0_4_5_9_4_18_70_94_816_0	-	-	-	-
NC_007094.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcitonsillarum	circular	-	-	-	APH(3'')-Ib;APH(6)-Id;sul2	No	8632	PTU-Pas1	III	1	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	PTU-Pas1_1	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	PTU-Pas3	III
NC_007095.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcitonsillarum	circular	-	-	-	APH(3'')-Ib;APH(6)-Id;ROB-1;sul2	No	8751	PTU-Pas1	III	1	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	PTU-Pas1_1	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	PTU-Pas3	III
NC_007096.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcitonsillarum	circular	-	-	-	APH(3'')-Ib;APH(6)-Id;ROB-1;sul2	No	11115	PTU-Pas1	III	1	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	PTU-Pas1_1	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	PTU-Pas3	III
NC_009623.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcitonsillarum	circular	-	-	-	APH(3'')-Ib;APH(6)-Id;ROB-1;sul2	No	9549	PTU-Pas1	III	1	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	PTU-Pas1_1	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	PTU-Pas3	III
NC_009624.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcitonsillarum	circular	MOBV	-	-	APH(3'')-Ib;APH(6)-Id;ROB-1;sul2	No	13425	PTU-Pas1	III	1	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	1_5_6_10_3_16_25_27_45_144_321_0	PTU-Pas1_1	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	0_4_5_9_4_18_70_10_10_0	PTU-Pas3	III
NC_010882.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus aetherivorans	circular	-	-	-	-	No	9372	-	-	650	-	-	-	-	0_5_1_11_2_27_19_104_161_0	-	-	-	-
NC_009658.1	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus nautili	circular	-	-	-	-	No	3619	-	-	651	-	-	-	-	0_4_6_5_14_26_40_91_39_5	-	-	-	-
